Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5007062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5007062LRA	P-MTAB-23069	5007062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005021	A-AFFY-43	003017005021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Low	24	hour
5007071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5007071LRA	P-MTAB-23069	5007071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005006	A-AFFY-43	003017005006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	2	hour
5007072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5007072LRA	P-MTAB-23069	5007072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005007	A-AFFY-43	003017005007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	2	hour
5007081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5007081LRA	P-MTAB-23069	5007081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005014	A-AFFY-43	003017005014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	8	hour
5007082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5007082LRA	P-MTAB-23069	5007082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005015	A-AFFY-43	003017005015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	8	hour
5007091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5007091LRA	P-MTAB-23069	5007091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005022	A-AFFY-43	003017005022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	24	hour
5007092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5007092LRA	P-MTAB-23069	5007092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005023	A-AFFY-43	003017005023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	Middle	24	hour
5007101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5007101LRA	P-MTAB-23069	5007101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005008	A-AFFY-43	003017005008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	2	hour
5007102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5007102LRA	P-MTAB-23069	5007102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005009	A-AFFY-43	003017005009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	2	hour
5007111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5007111LRA	P-MTAB-23069	5007111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005016	A-AFFY-43	003017005016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	8	hour
5007112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5007112LRA	P-MTAB-23069	5007112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005017	A-AFFY-43	003017005017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	8	hour
5007121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5007121LRA	P-MTAB-23069	5007121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005024	A-AFFY-43	003017005024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	24	hour
5007122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5007122LRA	P-MTAB-23069	5007122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017005025	A-AFFY-43	003017005025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	isoniazid	ChEMBL	CHEMBL64	High	24	hour
5053011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053011LRA	P-MTAB-23069	5053011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126024	A-AFFY-43	003017126024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	2	hour
5053012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053012LRA	P-MTAB-23069	5053012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126025	A-AFFY-43	003017126025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	2	hour
5053021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053021LRA	P-MTAB-23069	5053021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127002	A-AFFY-43	003017127002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	8	hour
5053022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053022LRA	P-MTAB-23069	5053022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127003	A-AFFY-43	003017127003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	8	hour
5053031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053031LRA	P-MTAB-23069	5053031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127010	A-AFFY-43	003017127010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	24	hour
5053032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053032LRA	P-MTAB-23069	5053032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127011	A-AFFY-43	003017127011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Control	24	hour
5053041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053041LRA	P-MTAB-23069	5053041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126026	A-AFFY-43	003017126026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	2	hour
5053042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053042LRA	P-MTAB-23069	5053042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126027	A-AFFY-43	003017126027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	2	hour
5053051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053051LRA	P-MTAB-23069	5053051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127004	A-AFFY-43	003017127004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	8	hour
5053052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053052LRA	P-MTAB-23069	5053052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127005	A-AFFY-43	003017127005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	8	hour
5053061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053061LRA	P-MTAB-23069	5053061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127012	A-AFFY-43	003017127012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	24	hour
5053062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053062LRA	P-MTAB-23069	5053062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127013	A-AFFY-43	003017127013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Low	24	hour
5053071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053071LRA	P-MTAB-23069	5053071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126028	A-AFFY-43	003017126028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	2	hour
5053072LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053072LRA	P-MTAB-23069	5053072LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126029	A-AFFY-43	003017126029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	2	hour
5053081LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053081LRA	P-MTAB-23069	5053081LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127006	A-AFFY-43	003017127006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	8	hour
5053082LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053082LRA	P-MTAB-23069	5053082LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127007	A-AFFY-43	003017127007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	8	hour
5053091LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053091LRA	P-MTAB-23069	5053091LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127014	A-AFFY-43	003017127014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	24	hour
5053092LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053092LRA	P-MTAB-23069	5053092LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127015	A-AFFY-43	003017127015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	24	hour
5053101LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053101LRA	P-MTAB-23069	5053101LRA	synthetic_RNA	biotin	P-MTAB-23070	3017126030	A-AFFY-43	003017126030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	2	hour
5053102LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5053102LRA	P-MTAB-23069	5053102LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127001	A-AFFY-43	003017127001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	2	hour
5053111LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053111LRA	P-MTAB-23069	5053111LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127008	A-AFFY-43	003017127008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	8	hour
5053112LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5053112LRA	P-MTAB-23069	5053112LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127009	A-AFFY-43	003017127009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	8	hour
5053121LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053121LRA	P-MTAB-23069	5053121LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127016	A-AFFY-43	003017127016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	24	hour
5053122LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5053122LRA	P-MTAB-23069	5053122LRA	synthetic_RNA	biotin	P-MTAB-23070	3017127017	A-AFFY-43	003017127017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	ketoconazole	ChEMBL	CHEMBL75	High	24	hour
5046011LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5046011LRA	P-MTAB-23069	5046011LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111001	A-AFFY-43	003017111001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	2	hour
5046012LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5046012LRA	P-MTAB-23069	5046012LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111002	A-AFFY-43	003017111002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	2	hour
5046021LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5046021LRA	P-MTAB-23069	5046021LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111009	A-AFFY-43	003017111009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	8	hour
5046022LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5046022LRA	P-MTAB-23069	5046022LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111010	A-AFFY-43	003017111010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	8	hour
5046031LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5046031LRA	P-MTAB-23069	5046031LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111017	A-AFFY-43	003017111017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	24	hour
5046032LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5046032LRA	P-MTAB-23069	5046032LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111018	A-AFFY-43	003017111018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Control	24	hour
5046041LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5046041LRA	P-MTAB-23069	5046041LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111003	A-AFFY-43	003017111003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	2	hour
5046042LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5046042LRA	P-MTAB-23069	5046042LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111004	A-AFFY-43	003017111004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	2	hour
5046051LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5046051LRA	P-MTAB-23069	5046051LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111011	A-AFFY-43	003017111011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	8	hour
5046052LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	8	hour	P-MTAB-23067	P-MTAB-23068	5046052LRA	P-MTAB-23069	5046052LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111012	A-AFFY-43	003017111012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	8	hour
5046061LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5046061LRA	P-MTAB-23069	5046061LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111019	A-AFFY-43	003017111019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	24	hour
5046062LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	24	hour	P-MTAB-23067	P-MTAB-23068	5046062LRA	P-MTAB-23069	5046062LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111020	A-AFFY-43	003017111020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Low	24	hour
5046071LRA	cell	hepatocyte	Rattus norvegicus	male	P-MTAB-23065	P-MTAB-23066	labetalol	ChEMBL	CHEMBL429	Middle	28	micromolar	2	hour	P-MTAB-23067	P-MTAB-23068	5046071LRA	P-MTAB-23069	5046071LRA	synthetic_RNA	biotin	P-MTAB-23070	3017111005	A-AFFY-43	003017111005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-797/E-MTAB-797.raw.23.zip	labetalol	ChEMBL	CHEMBL429	Middle	2	hour
