Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5233061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	imipramine	ChEMBL	CHEMBL11	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5233061LRA	P-MTAB-23090	5233061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065018	A-AFFY-44	003016065018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	imipramine	ChEMBL	CHEMBL11	High	24	hour
5233062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	imipramine	ChEMBL	CHEMBL11	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5233062LRA	P-MTAB-23090	5233062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065019	A-AFFY-44	003016065019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	imipramine	ChEMBL	CHEMBL11	High	24	hour
5080011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080011LRA	P-MTAB-23090	5080011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014004	A-AFFY-44	003016014004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	2	hour
5080012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080012LRA	P-MTAB-23090	5080012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014005	A-AFFY-44	003016014005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	2	hour
5080021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080021LRA	P-MTAB-23090	5080021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014012	A-AFFY-44	003016014012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	8	hour
5080022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080022LRA	P-MTAB-23090	5080022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014013	A-AFFY-44	003016014013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	8	hour
5080031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080031LRA	P-MTAB-23090	5080031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014020	A-AFFY-44	003016014020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	24	hour
5080032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080032LRA	P-MTAB-23090	5080032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014021	A-AFFY-44	003016014021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Control	24	hour
5080041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080041LRA	P-MTAB-23090	5080041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014006	A-AFFY-44	003016014006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Low	2	hour
5080042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080042LRA	P-MTAB-23090	5080042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014007	A-AFFY-44	003016014007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Low	2	hour
5080051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080051LRA	P-MTAB-23090	5080051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014014	A-AFFY-44	003016014014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Low	8	hour
5080052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080052LRA	P-MTAB-23090	5080052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014015	A-AFFY-44	003016014015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Low	8	hour
5080061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080061LRA	P-MTAB-23090	5080061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014022	A-AFFY-44	003016014022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.27.zip	indomethacin	ChEMBL	CHEMBL6	Low	24	hour
5080062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Low	8	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080062LRA	P-MTAB-23090	5080062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014023	A-AFFY-44	003016014023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Low	24	hour
5080071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080071LRA	P-MTAB-23090	5080071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014008	A-AFFY-44	003016014008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	2	hour
5080072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080072LRA	P-MTAB-23090	5080072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014009	A-AFFY-44	003016014009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	2	hour
5080081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080081LRA	P-MTAB-23090	5080081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014016	A-AFFY-44	003016014016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	8	hour
5080082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080082LRA	P-MTAB-23090	5080082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014017	A-AFFY-44	003016014017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	8	hour
5080091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080091LRA	P-MTAB-23090	5080091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014024	A-AFFY-44	003016014024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	24	hour
5080092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	Middle	40	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080092LRA	P-MTAB-23090	5080092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014025	A-AFFY-44	003016014025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	Middle	24	hour
5080101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080101LRA	P-MTAB-23090	5080101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014010	A-AFFY-44	003016014010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	2	hour
5080102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5080102LRA	P-MTAB-23090	5080102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014011	A-AFFY-44	003016014011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	2	hour
5080111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080111LRA	P-MTAB-23090	5080111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014018	A-AFFY-44	003016014018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	8	hour
5080112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5080112LRA	P-MTAB-23090	5080112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014019	A-AFFY-44	003016014019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	8	hour
5080121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080121LRA	P-MTAB-23090	5080121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014026	A-AFFY-44	003016014026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	24	hour
5080122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	indomethacin	ChEMBL	CHEMBL6	High	200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5080122LRA	P-MTAB-23090	5080122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016014027	A-AFFY-44	003016014027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	indomethacin	ChEMBL	CHEMBL6	High	24	hour
5230011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230011LRA	P-MTAB-23090	5230011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064002	A-AFFY-44	003016064002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Control	8	hour
5230012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230012LRA	P-MTAB-23090	5230012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064003	A-AFFY-44	003016064003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Control	8	hour
5230021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230021LRA	P-MTAB-23090	5230021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064008	A-AFFY-44	003016064008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Control	24	hour
5230022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230022LRA	P-MTAB-23090	5230022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064009	A-AFFY-44	003016064009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Control	24	hour
5230031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Middle	240	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230031LRA	P-MTAB-23090	5230031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064004	A-AFFY-44	003016064004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Middle	8	hour
5230032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Middle	240	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230032LRA	P-MTAB-23090	5230032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064005	A-AFFY-44	003016064005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Middle	8	hour
5230041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Middle	240	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230041LRA	P-MTAB-23090	5230041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064010	A-AFFY-44	003016064010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Middle	24	hour
5230042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	Middle	240	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230042LRA	P-MTAB-23090	5230042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064011	A-AFFY-44	003016064011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	Middle	24	hour
5230051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	High	1200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230051LRA	P-MTAB-23090	5230051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064006	A-AFFY-44	003016064006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	High	8	hour
5230052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	High	1200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5230052LRA	P-MTAB-23090	5230052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064007	A-AFFY-44	003016064007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	High	8	hour
5230061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	High	1200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230061LRA	P-MTAB-23090	5230061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064012	A-AFFY-44	003016064012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	High	24	hour
5230062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	iproniazid	ChEMBL	CHEMBL92401	High	1200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5230062LRA	P-MTAB-23090	5230062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016064013	A-AFFY-44	003016064013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	iproniazid	ChEMBL	CHEMBL92401	High	24	hour
5067011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067011LRA	P-MTAB-23090	5067011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015022	A-AFFY-44	003016015022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	2	hour
5067012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067012LRA	P-MTAB-23090	5067012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015023	A-AFFY-44	003016015023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	2	hour
5067021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067021LRA	P-MTAB-23090	5067021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015030	A-AFFY-44	003016015030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	8	hour
5067022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067022LRA	P-MTAB-23090	5067022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017001	A-AFFY-44	003016017001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	8	hour
5067031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067031LRA	P-MTAB-23090	5067031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017008	A-AFFY-44	003016017008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	24	hour
5067032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067032LRA	P-MTAB-23090	5067032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017009	A-AFFY-44	003016017009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Control	24	hour
5067041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067041LRA	P-MTAB-23090	5067041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015024	A-AFFY-44	003016015024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	2	hour
5067042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067042LRA	P-MTAB-23090	5067042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015025	A-AFFY-44	003016015025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	2	hour
5067051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067051LRA	P-MTAB-23090	5067051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017002	A-AFFY-44	003016017002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	8	hour
5067052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067052LRA	P-MTAB-23090	5067052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017003	A-AFFY-44	003016017003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	8	hour
5067061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067061LRA	P-MTAB-23090	5067061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016025	A-AFFY-44	003016016025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	24	hour
5067062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Low	400	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067062LRA	P-MTAB-23090	5067062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016026	A-AFFY-44	003016016026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Low	24	hour
5067071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067071LRA	P-MTAB-23090	5067071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015026	A-AFFY-44	003016015026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Middle	2	hour
